10 5 cm -f.wav,10 9 cm -1.wav,5 8 cm -1.wav,6 2 cm -f DENOISE.wav,6 2 cm -f.wav,6 7 cm -f.wav,7 5 cm -1 DENOISE.wav,7 9 cm -f DENOISE.wav,8 7 cm -f DENOISE.wav,8 7 cm -f.wav,9 3 cm -1 DENOISE.wav,9 3 cm -1.wav,9 4 cm -f.wav,,10 5 cm -f.wav,10 9 cm -1.wav,5 8 cm -1.wav,6 2 cm -f DENOISE.wav,6 2 cm -f.wav,6 7 cm -f.wav,7 5 cm -1 DENOISE.wav,7 9 cm -f DENOISE.wav,8 7 cm -f DENOISE.wav,8 7 cm -f.wav,9 3 cm -1 DENOISE.wav,9 3 cm -1.wav,9 4 cm -f.wav
61.517125,59.624625,,,,,,,,,69.47120833,69.346375,66.02904167,,0.145333333,,,,,,,,,,,,0.153166667
61.66154167,59.764125,,,,,,,,,69.666875,69.47120833,66.18179167,,0.144416667,,,,,,,,,,,,0.15275
61.80695833,59.90370833,,,,,,,,,69.86279167,69.666875,66.334625,,0.145416667,,,,,,,,,,,,0.152833333
61.951875,60.04329167,,,,,,,,,70.05470833,69.86279167,66.48845833,,0.144916667,,,,,,,,,,,,0.153833333
62.09695833,60.18295833,,,,,,,,,70.24745833,70.05470833,66.642125,,0.145083333,,,,,,,,,,,,0.153666667
62.241375,60.322625,,,,,,,,,70.345875,70.24745833,66.79495833,,0.144416667,,,,,,,,,,,,0.152833333
62.38670833,60.462125,,,,,,,,,70.44270833,70.345875,66.94779167,,0.145333333,,,,,,,,,,,,0.152833333
62.531625,60.601875,,,,,,,,,70.541125,70.44270833,67.10120833,,0.144916667,,,,,,,,,,,,0.153416667
62.676625,60.74154167,,,,,,,,,70.638875,70.541125,67.25445833,,0.145,,,,,,,,,,,,0.15325
62.82120833,60.881125,,,,,,,,,70.832875,70.638875,67.407375,,0.144583333,,,,,,,,,,,,0.152916667
62.96695833,61.02079167,,,,,,,,,71.026625,70.832875,67.56045833,,0.14575,,,,,,,,,,,,0.153083333
63.111875,61.160375,,,,,,,,,71.22279167,71.026625,67.71420833,,0.144916667,,,,,,,,,,,,0.15375
63.25670833,61.30004167,,,,,,,,,71.32129167,71.22279167,67.867625,,0.144833333,,,,,,,,,,,,0.153416667
63.40095833,61.439625,,,,,,,,,71.416375,71.32129167,68.02070833,,0.14425,,,,,,,,,,,,0.153083333
63.546875,61.579125,,,,,,,,,71.60970833,71.416375,68.17370833,,0.145916667,,,,,,,,,,,,0.153
63.69195833,61.71879167,,,,,,,,,71.708125,71.60970833,68.32754167,,0.145083333,,,,,,,,,,,,0.153833333
63.83695833,61.85845833,,,,,,,,,71.805625,71.708125,68.480875,,0.145,,,,,,,,,,,,0.153333333
63.98120833,61.99820833,,,,,,,,,71.90404167,71.805625,68.63379167,,0.14425,,,,,,,,,,,,0.152916667
64.12654167,62.13770833,,,,,,,,,72.00120833,71.90404167,68.786875,,0.145333333,,,,,,,,,,,,0.153083333
64.271625,62.277375,,,,,,,,,72.09970833,72.00120833,68.94045833,,0.145083333,,,,,,,,,,,,0.153583333
64.41720833,62.41704167,,,,,,,,,72.19445833,72.09970833,69.09445833,,0.145583333,,,,,,,,,,,,0.154
64.562125,62.55679167,,,,,,,,,72.38929167,72.19445833,69.24745833,,0.144916667,,,,,,,,,,,,0.153
64.70754167,62.696375,,,,,,,,,72.48779167,72.38929167,69.40029167,,0.145416667,,,,,,,,,,,,0.152833333
64.85220833,62.83579167,,,,,,,,,72.58504167,72.48779167,69.55395833,,0.144666667,,,,,,,,,,,,0.153666667
64.99795833,62.974125,,,,,,,,,72.77970833,72.58504167,69.70804167,,0.14575,,,,,,,,,,,,0.154083333
65.14320833,63.11079167,,,,,,,,,72.97379167,72.77979167,69.86079167,,0.14525,,,,,,,,,,,,0.15275
65.28845833,63.24579167,,,,,,,,,73.16879167,72.97379167,70.01379167,,0.14525,,,,,,,,,,,,0.153
65.43295833,63.37679167,,,,,,,,,73.262875,73.16879167,70.16729167,,0.1445,,,,,,,,,,,,0.1535
65.57870833,63.513375,,,,,,,,,73.36220833,73.262875,70.320375,,0.14575,,,,,,,,,,,,0.153083333
65.72395833,63.65304167,,,,,,,,,73.55545833,73.36220833,70.47395833,,0.14525,,,,,,,,,,,,0.153583333
65.86920833,63.792375,,,,,,,,,73.751125,73.55545833,70.626375,,0.14525,,,,,,,,,,,,0.152416667
66.01429167,63.93204167,,,,,,,,,73.94754167,73.751125,70.778125,,0.145083333,,,,,,,,,,,,0.15175
66.15995833,64.069625,,,,,,,,,74.143125,73.94754167,70.93270833,,0.145666667,,,,,,,,,,,,0.154583333
66.304875,64.20870833,,,,,,,,,74.33820833,74.143125,71.08604167,,0.144916667,,,,,,,,,,,,0.153333333
66.45004167,64.34454167,,,,,,,,,74.53195833,74.33820833,71.23770833,,0.145166667,,,,,,,,,,,,0.151666667
66.54254167,64.47670833,,,,,,,,,74.72720833,74.53195833,71.39220833,,0.0925,,,,,,,,,,,,0.1545
66.59454167,64.61520833,,,,,,,,,74.92245833,74.72720833,71.546625,,0.052,,,,,,,,,,,,0.154416667
66.74079167,64.73654167,,,,,,,,,75.11754167,74.92245833,71.70020833,,0.14625,,,,,,,,,,,,0.153583333
66.903125,64.868125,,,,,,,,,75.31120833,75.11754167,71.85270833,,0.162333333,,,,,,,,,,,,0.1525
,65.00704167,,,,,,,,,75.50429167,75.31120833,72.00604167,,,,,,,,,,,,,,0.153333333
,65.14679167,,,,,,,,,75.699625,75.50429167,72.15870833,,,,,,,,,,,,,,0.152666667
,65.28629167,,,,,,,,,75.893125,75.69970833,72.31095833,,,,,,,,,,,,,,0.15225
,65.42604167,,,,,,,,,76.086375,75.872125,72.464375,,,,,,,,,,,,,,0.153416667
,65.56579167,,,,,,,,,76.28195833,76.09220833,72.618125,,,,,,,,,,,,,,0.15375
,65.70554167,,,,,,,,,76.47829167,76.28579167,72.768875,,,,,,,,,,,,,,0.15075
,65.84520833,,,,,,,,,76.67470833,76.47895833,72.922625,,,,,,,,,,,,,,0.15375
,65.985125,,,,,,,,,76.868125,76.67454167,73.07720833,,,,,,,,,,,,,,0.154583333
,66.124625,,,,,,,,,77.061875,76.87095833,73.230125,,,,,,,,,,,,,,0.152916667
,66.26445833,,,,,,,,,77.258125,77.067375,73.38329167,,,,,,,,,,,,,,0.153166667
,66.40220833,,,,,,,,,77.45479167,77.26070833,73.53770833,,,,,,,,,,,,,,0.154416667
,66.54129167,,,,,,,,,77.648375,77.45445833,73.69220833,,,,,,,,,,,,,,0.1545
,66.67804167,,,,,,,,,77.841625,77.65070833,73.84520833,,,,,,,,,,,,,,0.153
,66.81495833,,,,,,,,,78.03729167,77.847375,73.99854167,,,,,,,,,,,,,,0.153333333
,66.954125,,,,,,,,,78.23370833,78.04095833,74.15195833,,,,,,,,,,,,,,0.153416667
,67.09145833,,,,,,,,,78.43029167,78.23420833,74.30529167,,,,,,,,,,,,,,0.153333333
,67.23120833,,,,,,,,,78.62404167,78.429875,74.45745833,,,,,,,,,,,,,,0.152166667
,67.370875,,,,,,,,,78.817875,78.62629167,74.61145833,,,,,,,,,,,,,,0.154
,67.51054167,,,,,,,,,79.01404167,78.822875,,,,,,,,,,,,,,,
,67.650125,,,,,,,,,79.07629167,79.016625,,,,,,,,,,,,,,,
,67.789625,,,,,,,,,79.21079167,79.21045833,,,,,,,,,,,,,,,
,67.926625,,,,,,,,,79.405375,79.406625,,,,,,,,,,,,,,,
,68.06345833,,,,,,,,,79.600375,79.603375,,,,,,,,,,,,,,,
,68.202875,,,,,,,,,79.79729167,79.79795833,,,,,,,,,,,,,,,
,68.34004167,,,,,,,,,79.99254167,79.99295833,,,,,,,,,,,,,,,
,68.47995833,,,,,,,,,80.187875,80.189875,,,,,,,,,,,,,,,
,68.61970833,,,,,,,,,80.38179167,80.38520833,,,,,,,,,,,,,,,
,68.75945833,,,,,,,,,80.57520833,80.58045833,,,,,,,,,,,,,,,
,68.899125,,,,,,,,,80.77070833,80.77445833,,,,,,,,,,,,,,,
,69.03895833,,,,,,,,,80.966625,80.96779167,,,,,,,,,,,,,,,
,69.178625,,,,,,,,,81.16329167,81.16329167,,,,,,,,,,,,,,,
,69.318375,,,,,,,,,81.35979167,81.35929167,,,,,,,,,,,,,,,
,69.458125,,,,,,,,,81.55429167,81.555875,,,,,,,,,,,,,,,
,69.59795833,,,,,,,,,81.74995833,81.752375,,,,,,,,,,,,,,,
,69.737625,,,,,,,,,81.94529167,81.94695833,,,,,,,,,,,,,,,
,69.87754167,,,,,,,,,82.14054167,82.14254167,,,,,,,,,,,,,,,
,70.01745833,,,,,,,,,82.33679167,82.33795833,,,,,,,,,,,,,,,
,70.156625,,,,,,,,,82.53220833,82.53320833,,,,,,,,,,,,,,,
,70.294375,,,,,,,,,82.72745833,82.729375,,,,,,,,,,,,,,,
,70.433125,,,,,,,,,82.92270833,82.924875,,,,,,,,,,,,,,,
,70.569125,,,,,,,,,83.11820833,83.12004167,,,,,,,,,,,,,,,
,70.70054167,,,,,,,,,83.31329167,83.315375,,,,,,,,,,,,,,,
,70.839625,,,,,,,,,83.50895833,83.510875,,,,,,,,,,,,,,,
,70.97695833,,,,,,,,,83.704125,83.705875,,,,,,,,,,,,,,,
,71.114875,,,,,,,,,83.899625,83.90154167,,,,,,,,,,,,,,,
,71.25445833,,,,,,,,,84.094875,84.09679167,,,,,,,,,,,,,,,
,71.39204167,,,,,,,,,84.29029167,84.29220833,,,,,,,,,,,,,,,
,71.531125,,,,,,,,,84.48570833,84.48745833,,,,,,,,,,,,,,,
,71.66779167,,,,,,,,,84.68070833,84.682875,,,,,,,,,,,,,,,
,71.803875,,,,,,,,,84.87654167,84.878375,,,,,,,,,,,,,,,
,71.94004167,,,,,,,,,85.072125,85.07329167,,,,,,,,,,,,,,,
,72.076375,,,,,,,,,85.26779167,85.269125,,,,,,,,,,,,,,,
,72.21570833,,,,,,,,,85.46329167,85.46470833,,,,,,,,,,,,,,,
,72.35554167,,,,,,,,,85.659125,85.660375,,,,,,,,,,,,,,,
,72.49304167,,,,,,,,,85.85495833,85.855875,,,,,,,,,,,,,,,
,72.632375,,,,,,,,,86.05079167,86.05170833,,,,,,,,,,,,,,,
,72.769875,,,,,,,,,86.128375,86.247625,,,,,,,,,,,,,,,
,72.90929167,,,,,,,,,86.24645833,86.443375,,,,,,,,,,,,,,,
,73.04670833,,,,,,,,,86.44220833,86.52095833,,,,,,,,,,,,,,,
,73.185125,,,,,,,,,86.637875,86.63904167,,,,,,,,,,,,,,,
,73.325125,,,,,,,,,86.83370833,86.83479167,,,,,,,,,,,,,,,
,73.462875,,,,,,,,,87.029625,87.03045833,,,,,,,,,,,,,,,
,73.60170833,,,,,,,,,87.225375,87.226375,,,,,,,,,,,,,,,
,73.73920833,,,,,,,,,87.42095833,87.42229167,,,,,,,,,,,,,,,
,73.87629167,,,,,,,,,87.61645833,87.61795833,,,,,,,,,,,,,,,
,74.015625,,,,,,,,,87.81229167,87.81354167,,,,,,,,,,,,,,,
,74.15304167,,,,,,,,,88.00754167,87.897625,,,,,,,,,,,,,,,
,74.29154167,,,,,,,,,88.20320833,88.00904167,,,,,,,,,,,,,,,
,74.43145833,,,,,,,,,88.39895833,88.204875,,,,,,,,,,,,,,,
,74.56929167,,,,,,,,,88.594125,88.400125,,,,,,,,,,,,,,,
,74.70820833,,,,,,,,,88.790125,88.59579167,,,,,,,,,,,,,,,
,74.84579167,,,,,,,,,88.986375,88.79154167,,,,,,,,,,,,,,,
,74.98295833,,,,,,,,,89.18220833,88.98670833,,,,,,,,,,,,,,,
,75.12229167,,,,,,,,,89.378125,89.05570833,,,,,,,,,,,,,,,
,75.26020833,,,,,,,,,89.57345833,89.18279167,,,,,,,,,,,,,,,
,75.39979167,,,,,,,,,89.76945833,89.37895833,,,,,,,,,,,,,,,
,75.53970833,,,,,,,,,89.96570833,89.574875,,,,,,,,,,,,,,,
,75.67929167,,,,,,,,,90.16154167,89.77070833,,,,,,,,,,,,,,,
,75.81920833,,,,,,,,,90.35770833,89.96604167,,,,,,,,,,,,,,,
,75.95920833,,,,,,,,,90.55329167,90.162125,,,,,,,,,,,,,,,
,76.09704167,,,,,,,,,90.749125,90.358375,,,,,,,,,,,,,,,
,76.236125,,,,,,,,,,90.554125,,,,,,,,,,,,,,,
,76.37329167,,,,,,,,,,90.75029167,,,,,,,,,,,,,,,
,76.510375,,,,,,,,,,90.945875,,,,,,,,,,,,,,,
,76.64979167,,,,,,,,,,91.14179167,,,,,,,,,,,,,,,
,76.78720833,,,,,,,,,,91.24983333,,,,,,,,,,,,,,,
,76.926375,,,,,,,,,,,,,,,,,,,,,,,,,
,77.063375,,,,,,,,,,,,,,,,,,,,,,,,,
,77.203625,,,,,,,,,,,,,,,,,,,,,,,,,
,77.34329167,,,,,,,,,,,,,,,,,,,,,,,,,
,77.48320833,,,,,,,,,,,,,,,,,,,,,,,,,
,77.621125,,,,,,,,,,,,,,,,,,,,,,,,,
,77.76029167,,,,,,,,,,,,,,,,,,,,,,,,,
,77.89804167,,,,,,,,,,,,,,,,,,,,,,,,,
,78.036375,,,,,,,,,,,,,,,,,,,,,,,,,
,78.17629167,,,,,,,,,,,,,,,,,,,,,,,,,
,78.314375,,,,,,,,,,,,,,,,,,,,,,,,,
,78.453375,,,,,,,,,,,,,,,,,,,,,,,,,
,78.59095833,,,,,,,,,,,,,,,,,,,,,,,,,
,78.729875,,,,,,,,,,,,,,,,,,,,,,,,,
,78.86995833,,,,,,,,,,,,,,,,,,,,,,,,,
,79.00795833,,,,,,,,,,,,,,,,,,,,,,,,,
,79.14695833,,,,,,,,,,,,,,,,,,,,,,,,,
,79.28429167,,,,,,,,,,,,,,,,,,,,,,,,,
,79.422625,,,,,,,,,,,,,,,,,,,,,,,,,
,79.56220833,,,,,,,,,,,,,,,,,,,,,,,,,
,79.69995833,,,,,,,,,,,,,,,,,,,,,,,,,
,79.83904167,,,,,,,,,,,,,,,,,,,,,,,,,
,79.97645833,,,,,,,,,,,,,,,,,,,,,,,,,
,80.11479167,,,,,,,,,,,,,,,,,,,,,,,,,
,80.25445833,,,,,,,,,,,,,,,,,,,,,,,,,
,80.39204167,,,,,,,,,,,,,,,,,,,,,,,,,
,80.531125,,,,,,,,,,,,,,,,,,,,,,,,,
,80.66820833,,,,,,,,,,,,,,,,,,,,,,,,,
,80.80470833,,,,,,,,,,,,,,,,,,,,,,,,,
,80.94445833,,,,,,,,,,,,,,,,,,,,,,,,,
,81.084625,,,,,,,,,,,,,,,,,,,,,,,,,
,81.22270833,,,,,,,,,,,,,,,,,,,,,,,,,
,81.361625,,,,,,,,,,,,,,,,,,,,,,,,,
,81.499625,,,,,,,,,,,,,,,,,,,,,,,,,
,81.638625,,,,,,,,,,,,,,,,,,,,,,,,,
,81.778375,,,,,,,,,,,,,,,,,,,,,,,,,
,81.916375,,,,,,,,,,,,,,,,,,,,,,,,,
,82.055125,,,,,,,,,,,,,,,,,,,,,,,,,
,82.19229167,,,,,,,,,,,,,,,,,,,,,,,,,
,82.33079167,,,,,,,,,,,,,,,,,,,,,,,,,
,82.47029167,,,,,,,,,,,,,,,,,,,,,,,,,
,82.60795833,,,,,,,,,,,,,,,,,,,,,,,,,
,82.747125,,,,,,,,,,,,,,,,,,,,,,,,,
,82.884625,,,,,,,,,,,,,,,,,,,,,,,,,
,83.021875,,,,,,,,,,,,,,,,,,,,,,,,,
,83.16120833,,,,,,,,,,,,,,,,,,,,,,,,,
,83.29895833,,,,,,,,,,,,,,,,,,,,,,,,,
,83.43854167,,,,,,,,,,,,,,,,,,,,,,,,,
,83.57854167,,,,,,,,,,,,,,,,,,,,,,,,,
,83.71854167,,,,,,,,,,,,,,,,,,,,,,,,,
,83.85879167,,,,,,,,,,,,,,,,,,,,,,,,,
,83.998625,,,,,,,,,,,,,,,,,,,,,,,,,
,84.13879167,,,,,,,,,,,,,,,,,,,,,,,,,
,84.27904167,,,,,,,,,,,,,,,,,,,,,,,,,
,84.41895833,,,,,,,,,,,,,,,,,,,,,,,,,
,84.55920833,,,,,,,,,,,,,,,,,,,,,,,,,
,84.699125,,,,,,,,,,,,,,,,,,,,,,,,,
,84.839375,,,,,,,,,,,,,,,,,,,,,,,,,
,84.97904167,,,,,,,,,,,,,,,,,,,,,,,,,
,85.119375,,,,,,,,,,,,,,,,,,,,,,,,,
,85.25895833,,,,,,,,,,,,,,,,,,,,,,,,,
,85.39679167,,,,,,,,,,,,,,,,,,,,,,,,,
,85.536375,,,,,,,,,,,,,,,,,,,,,,,,,
,85.67404167,,,,,,,,,,,,,,,,,,,,,,,,,
,85.813125,,,,,,,,,,,,,,,,,,,,,,,,,
,85.95329167,,,,,,,,,,,,,,,,,,,,,,,,,
,86.091375,,,,,,,,,,,,,,,,,,,,,,,,,
,86.23045833,,,,,,,,,,,,,,,,,,,,,,,,,
,86.36795833,,,,,,,,,,,,,,,,,,,,,,,,,
,86.50770833,,,,,,,,,,,,,,,,,,,,,,,,,
,86.647625,,,,,,,,,,,,,,,,,,,,,,,,,
,86.78754167,,,,,,,,,,,,,,,,,,,,,,,,,
,86.92579167,,,,,,,,,,,,,,,,,,,,,,,,,
,87.06420833,,,,,,,,,,,,,,,,,,,,,,,,,
,87.20129167,,,,,,,,,,,,,,,,,,,,,,,,,
,87.34129167,,,,,,,,,,,,,,,,,,,,,,,,,
,87.47954167,,,,,,,,,,,,,,,,,,,,,,,,,
,87.618375,,,,,,,,,,,,,,,,,,,,,,,,,
,87.75529167,,,,,,,,,,,,,,,,,,,,,,,,,
,87.89495833,,,,,,,,,,,,,,,,,,,,,,,,,
,88.03220833,,,,,,,,,,,,,,,,,,,,,,,,,
,88.17045833,,,,,,,,,,,,,,,,,,,,,,,,,
,88.310125,,,,,,,,,,,,,,,,,,,,,,,,,
,88.448375,,,,,,,,,,,,,,,,,,,,,,,,,
,88.58729167,,,,,,,,,,,,,,,,,,,,,,,,,
